Central Carbon	TCA_cycle_in_plants	Acetolactate synthase large subunit (EC 2.2.1.6)	rxn15021	(1) CO2[0] + (1) (S)-2-Acetolactate[0] <= (2) Pyruvate[0] + (1) H+[0]
Central Carbon	TCA_cycle_in_plants	Acetolactate synthase large subunit (EC 2.2.1.6)	rxn19030	(1) Pyruvate[0] + (1) H+[0] + (1) 2-Oxobutyrate[0] => (1) CO2[0] + (1) 2-Aceto-2-hydroxybutanoate[0]
Central Carbon	TCA_cycle_in_plants	Acetolactate synthase small subunit (EC 2.2.1.6)	rxn00011	(1) CO2[0] + (1) 2-Hydroxyethyl-ThPP[0] <=> (1) Pyruvate[0] + (1) TPP[0] + (1) H+[0]
Central Carbon	TCA_cycle_in_plants	Acetolactate synthase small subunit (EC 2.2.1.6)	rxn15021	(1) CO2[0] + (1) (S)-2-Acetolactate[0] <= (2) Pyruvate[0] + (1) H+[0]
Central Carbon	TCA_cycle_in_plants	Acetolactate synthase small subunit (EC 2.2.1.6)	rxn19030	(1) Pyruvate[0] + (1) H+[0] + (1) 2-Oxobutyrate[0] => (1) CO2[0] + (1) 2-Aceto-2-hydroxybutanoate[0]
Central Carbon	TCA_cycle_in_plants	Aconitate hydratase (EC 4.2.1.3)	rxn00974	(1) Citrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]
Central Carbon	TCA_cycle_in_plants	Aconitate hydratase (EC 4.2.1.3)	rxn15280	(1) D-threo-Isocitric acid[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]
Central Carbon	TCA_cycle_in_plants	Citrate synthase (si) (EC 2.3.3.1)	rxn19316	(1) H2O[0] + (1) Acetyl-CoA[0] + (1) Oxaloacetate[0] => (1) CoA[0] + (1) H+[0] + (1) Citrate[0]
Central Carbon	TCA_cycle_in_plants	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	rxn25978	(1) Acetyl-CoA[0] + (1) Pyruvate-dehydrogenase-dihydrolipoate[0] <= (1) CoA[0] + (1) Pyruvate-dehydrogenase-acetylDHlipoyl[0]
Central Carbon	TCA_cycle_in_plants	Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)	rxn17745	(1) NAD[0] + (1) CoA[0] + (1) 2-Oxoglutarate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) Succinyl-CoA[0]
Central Carbon	TCA_cycle_in_plants	Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)	rxn24411	(1) NAD[0] + (1) Oxo-glutarate-dehydrogenase-DH-lipoyl[0] <=> (1) NADH[0] + (1) H+[0] + (1) Oxo-glutarate-dehydrogenase-lipoyl[0]
Central Carbon	TCA_cycle_in_plants	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	rxn25977	(1) NAD[0] + (1) Pyruvate-dehydrogenase-dihydrolipoate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Pyruvate-dehydrogenase-lipoate[0]
Central Carbon	TCA_cycle_in_plants	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	rxn17745	(1) NAD[0] + (1) CoA[0] + (1) 2-Oxoglutarate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) Succinyl-CoA[0]
Central Carbon	TCA_cycle_in_plants	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	rxn25982	(1) H+[0] + (1) Succinyl-CoA[0] + (1) Oxo-glutarate-dehydrogenase-DH-lipoyl[0] <= (1) CoA[0] + (1) Oxo-glutarate-dehydro-suc-DH-lipoyl[0]
Central Carbon	TCA_cycle_in_plants	Fumarate hydratase class II (EC 4.2.1.2)	rxn00799	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]
Central Carbon	TCA_cycle_in_plants	Isocitrate dehydrogenase [NAD] (EC 1.1.1.41)	rxn15056	(1) NAD[0] + (1) D-threo-Isocitric acid[0] => (1) NADH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]
Central Carbon	TCA_cycle_in_plants	Isocitrate lyase (EC 4.1.3.1), group II (plants and fungi)	rxn15045	(1) D-threo-Isocitric acid[0] <=> (1) Succinate[0] + (1) Glyoxalate[0]
Central Carbon	TCA_cycle_in_plants	Malate dehydrogenase (EC 1.1.1.37)	rxn00248	(1) NAD[0] + (1) L-Malate[0] <=> (1) NADH[0] + (1) Oxaloacetate[0] + (1) H+[0]
Central Carbon	TCA_cycle_in_plants	Malate synthase (EC 2.3.3.9)	rxn00330	(1) CoA[0] + (1) H+[0] + (1) L-Malate[0] <=> (1) H2O[0] + (1) Acetyl-CoA[0] + (1) Glyoxalate[0]
Central Carbon	TCA_cycle_in_plants	NAD-dependent malic enzyme (EC 1.1.1.38)	rxn00159	(1) NAD[0] + (1) L-Malate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) Pyruvate[0]
Central Carbon	TCA_cycle_in_plants	Pyruvate decarboxylase (EC 4.1.1.1)	rxn00011	(1) CO2[0] + (1) 2-Hydroxyethyl-ThPP[0] <=> (1) Pyruvate[0] + (1) TPP[0] + (1) H+[0]
Central Carbon	TCA_cycle_in_plants	Pyruvate decarboxylase (EC 4.1.1.1)	rxn00168	(1) Pyruvate[0] + (1) H+[0] <=> (1) CO2[0] + (1) Acetaldehyde[0]
Central Carbon	TCA_cycle_in_plants	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	rxn00011	(1) CO2[0] + (1) 2-Hydroxyethyl-ThPP[0] <=> (1) Pyruvate[0] + (1) TPP[0] + (1) H+[0]
Central Carbon	TCA_cycle_in_plants	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	rxn22957	(1) 2-Hydroxyethyl-ThPP[0] + (1) Pyruvate-dehydrogenase-lipoate[0] <= (1) TPP[0] + (1) Pyruvate-dehydrogenase-acetylDHlipoyl[0]
Central Carbon	TCA_cycle_in_plants	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	rxn00011	(1) CO2[0] + (1) 2-Hydroxyethyl-ThPP[0] <=> (1) Pyruvate[0] + (1) TPP[0] + (1) H+[0]
Central Carbon	TCA_cycle_in_plants	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	rxn22957	(1) 2-Hydroxyethyl-ThPP[0] + (1) Pyruvate-dehydrogenase-lipoate[0] <= (1) TPP[0] + (1) Pyruvate-dehydrogenase-acetylDHlipoyl[0]
Central Carbon	TCA_cycle_in_plants	Succinate dehydrogenase (ubiquinone) cytochrome b560 subunit SDH3/SDHC	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]
Central Carbon	TCA_cycle_in_plants	Succinate dehydrogenase (ubiquinone) flavoprotein subunit SDH1/SDHA (EC 1.3.5.1)	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]
Central Carbon	TCA_cycle_in_plants	Succinate dehydrogenase (ubiquinone) iron-sulfur subunit SDH2/SDHB (EC 1.3.5.1)	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]
Central Carbon	TCA_cycle_in_plants	Succinate dehydrogenase (ubiquinone) membrane anchor subunit SDH4/SDHD	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]
Central Carbon	TCA_cycle_in_plants	Succinate dehydrogenase (ubiquinone) plant-specific subunit SDH5	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]
Central Carbon	TCA_cycle_in_plants	Succinate dehydrogenase (ubiquinone) plant-specific subunit SDH6	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]
Central Carbon	TCA_cycle_in_plants	Succinate dehydrogenase (ubiquinone) plant-specific subunit SDH7	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]
Central Carbon	TCA_cycle_in_plants	Succinate dehydrogenase (ubiquinone) plant-specific subunit SDH8	rxn09272	(1) Succinate[0] + (1) Ubiquinone-8[0] <=> (1) Fumarate[0] + (1) Ubiquinol-8[0]
Central Carbon	TCA_cycle_in_plants	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	rxn00285	(1) ATP[0] + (1) CoA[0] + (1) Succinate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) Succinyl-CoA[0]
Central Carbon	TCA_cycle_in_plants	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	rxn00285	(1) ATP[0] + (1) CoA[0] + (1) Succinate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) Succinyl-CoA[0]
Cofactors	Biotin_biosynthesis_in_plants	8-amino-7-oxononanoate synthase (EC 2.3.1.47)	rxn02297	(1) L-Alanine[0] + (1) H+[0] + (1) Pimeloyl-CoA[0] <=> (1) CoA[0] + (1) CO2[0] + (1) 8-Amino-7-oxononanoate[0]
Cofactors	Biotin_biosynthesis_in_plants	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	rxn02312	(1) S-Adenosyl-L-methionine[0] + (1) 8-Amino-7-oxononanoate[0] <=> (1) 7-8-Diaminononanoate[0] + (1) S-Adenosyl-4-methylthio-2-oxobutanoate[0]
Cofactors	Biotin_biosynthesis_in_plants	Adrenodoxin reductase	rxn17731	(2) S-Adenosyl-L-methionine[0] + (1) L-Cysteine[0] + (1) Dethiobiotin[0] => (1) L-Alanine[0] + (2) L-Methionine[0] + (1) BIOT[0] + (2) 5'-Deoxyadenosine[0]
Cofactors	Biotin_biosynthesis_in_plants	Adrenodoxin, mitochondrial ferredoxin	rxn17731	(2) S-Adenosyl-L-methionine[0] + (1) L-Cysteine[0] + (1) Dethiobiotin[0] => (1) L-Alanine[0] + (2) L-Methionine[0] + (1) BIOT[0] + (2) 5'-Deoxyadenosine[0]
Cofactors	Biotin_biosynthesis_in_plants	Biotin synthase (EC 2.8.1.6)	rxn17731	(2) S-Adenosyl-L-methionine[0] + (1) L-Cysteine[0] + (1) Dethiobiotin[0] => (1) L-Alanine[0] + (2) L-Methionine[0] + (1) BIOT[0] + (2) 5'-Deoxyadenosine[0]
Cofactors	Biotin_biosynthesis_in_plants	Biotin transport	rxn29122	(1) BIOT[1] <=> (1) BIOT[0]
Cofactors	Biotin_biosynthesis_in_plants	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	rxn17731	(2) S-Adenosyl-L-methionine[0] + (1) L-Cysteine[0] + (1) Dethiobiotin[0] => (1) L-Alanine[0] + (2) L-Methionine[0] + (1) BIOT[0] + (2) 5'-Deoxyadenosine[0]
Cofactors	Biotin_biosynthesis_in_plants	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	rxn26037	(1) L-Cysteine[0] + (1) L-Cysteine-Desulfurases[0] <=> (1) L-Alanine[0] + (1) Persulfurated-L-cysteine-desulfurases[0]
Cofactors	Biotin_biosynthesis_in_plants	Dethiobiotin synthetase (EC 6.3.3.3)	rxn02277	(1) ATP[0] + (1) CO2[0] + (1) 7-8-Diaminononanoate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (3) H+[0] + (1) Dethiobiotin[0]
Cofactors	Biotin_biosynthesis_in_plants	Hypothetical reaction	rxn13149	(2) H2O[0] + (2) H+[0] + (3) Malonyl-CoA[0] <=> (2) O2[0] + (2) CoA[0] + (2) CO2[0] + (1) Pimeloyl-CoA[0]
Cofactors	Biotin_biosynthesis_in_plants	KAPA transport	rxn38788	(1) 8-Amino-7-oxononanoate[1] <=> (1) 8-Amino-7-oxononanoate[0]
Cofactors	Biotin_biosynthesis_in_plants	S-Adenosyl-4-methylthio-2-oxobutanoate transport	rxn39249	(1) S-Adenosyl-4-methylthio-2-oxobutanoate[0] <=> (1) S-Adenosyl-4-methylthio-2-oxobutanoate[1]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	rxn04954	(1) NAD[0] + (1) 5-Methyltetrahydrofolate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 5-10-Methylenetetrahydrofolate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	rxn01653	(1) ATP[0] + (1) 5-Formyltetrahydrofolate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) 5-10-Methenyltetrahydrofolate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	rxn00693	(1) Homocysteine[0] + (1) 5-Methyltetrahydrofolate[0] <=> (1) L-Methionine[0] + (1) Tetrahydrofolate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	rxn19900	(1) Homocysteine[0] + (1) 5-Methyltetrahydropteroyltri-L-glutamate[0] <=> (1) L-Methionine[0] + (1) tetrahydropteroyl tri-L-glutamate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	rxn00908	(1) NAD[0] + (1) Glycine[0] + (1) Tetrahydrofolate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) NH3[0] + (1) 5-10-Methylenetetrahydrofolate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	rxn01652	(1) H2O[0] + (1) 5-10-Methenyltetrahydrofolate[0] <=> (1) H+[0] + (1) 5-Formyltetrahydrofolate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	Dihydrofolate reductase (EC 1.5.1.3)	rxn00686	(1) NADP[0] + (1) Tetrahydrofolate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Dihydrofolate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	Dihydrolipoamide dehydrogenase of glycine cleavage system, L protein (EC 1.8.1.4)	rxn00908	(1) NAD[0] + (1) Glycine[0] + (1) Tetrahydrofolate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) NH3[0] + (1) 5-10-Methylenetetrahydrofolate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	rxn00690	(1) ATP[0] + (1) Formate[0] + (1) Tetrahydrofolate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) 10-Formyltetrahydrofolate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	rxn24148	(1) ADP[0] + (1) Phosphate[0] + (1) FORMYL-THF-GLU-N[0] <=> (1) ATP[0] + (1) Formate[0] + (1) THF-GLU-N[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	rxn00908	(1) NAD[0] + (1) Glycine[0] + (1) Tetrahydrofolate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) NH3[0] + (1) 5-10-Methylenetetrahydrofolate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	rxn01211	(1) H2O[0] + (1) 5-10-Methenyltetrahydrofolate[0] <=> (1) H+[0] + (1) 10-Formyltetrahydrofolate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	rxn24147	(1) H2O[0] + (1) CPD-5727[0] => (1) FORMYL-THF-GLU-N[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	rxn00907	(1) NADP[0] + (1) 5-10-Methylenetetrahydrofolate[0] <=> (1) NADPH[0] + (1) 5-10-Methenyltetrahydrofolate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn00692	(1) H2O[0] + (1) Glycine[0] + (1) 5-10-Methylenetetrahydrofolate[0] <=> (1) L-Serine[0] + (1) Tetrahydrofolate[0]
Cofactors	Folate-mediated_one-carbon_metabolism_in_plants	Thymidylate synthase (EC 2.1.1.45)	rxn01520	(1) 5-10-Methylenetetrahydrofolate[0] + (1) dUMP[0] <=> (1) dTMP[0] + (1) Dihydrofolate[0]
Cofactors	Folate_biosynthesis_in_plants	10-Formyltetrahydrofolate transport	rxn31828	(1) 10-Formyltetrahydrofolate[0] <=> (1) 10-Formyltetrahydrofolate[1]
Cofactors	Folate_biosynthesis_in_plants	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	rxn02503	(1) ATP[0] + (1) 6-hydroxymethyl dihydropterin[0] <=> (1) AMP[0] + (1) H+[0] + (1) 2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate[0]
Cofactors	Folate_biosynthesis_in_plants	5-Formyltetrahydrofolate transport	rxn32628	(1) 5-Formyltetrahydrofolate[0] <=> (1) 5-Formyltetrahydrofolate[1]
Cofactors	Folate_biosynthesis_in_plants	5-Methylenetetrahydrofolate transport	rxn39242	(1) 5,10-Methylenetetrahydrofolate[0] <=> (1) 5,10-Methylenetetrahydrofolate[1]
Cofactors	Folate_biosynthesis_in_plants	5-Methylenyltetrahydrofolate transport	rxn39243	(1) 5,10-Methylenyltetrahydrofolate[0] <=> (1) 5,10-Methylenyltetrahydrofolate[1]
Cofactors	Folate_biosynthesis_in_plants	5-Methyltetrahydrofolate transport	rxn39241	(1) 5-Methyltetrahydrofolate[0] <=> (1) 5-Methyltetrahydrofolate[1]
Cofactors	Folate_biosynthesis_in_plants	Aminodeoxychorismate lyase (EC 4.1.3.38)	rxn19071	(1) ADC[0] => (1) Pyruvate[0] + (1) H+[0] + (1) ABEE[0]
Cofactors	Folate_biosynthesis_in_plants	Dihydrofolate reductase (EC 1.5.1.3)	rxn00686	(1) NADP[0] + (1) Tetrahydrofolate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Dihydrofolate[0]
Cofactors	Folate_biosynthesis_in_plants	Dihydrofolate synthase (EC 6.3.2.12)	rxn19488	(1) ATP[0] + (1) L-Glutamate[0] + (1) Dihydropteroate[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Dihydrofolate[0]
Cofactors	Folate_biosynthesis_in_plants	Dihydroneopterin aldolase (EC 4.1.2.25)	rxn02504	(1) Dihydroneopterin[0] <=> (1) Glycolaldehyde[0] + (1) 6-hydroxymethyl dihydropterin[0]
Cofactors	Folate_biosynthesis_in_plants	Dihydroneopterin monophosphate phosphatase (non-specific?)	rxn03168	(1) Phosphate[0] + (1) Dihydroneopterin[0] <=> (1) H2O[0] + (1) Dihydroneopterin phosphate[0]
Cofactors	Folate_biosynthesis_in_plants	Dihydroneopterin triphosphate diphosphatase (EC 3.6.1.n4)	rxn03173	(1) H2O[0] + (1) 7,8-Dihydroneopterin 3'-triphosphate[0] <=> (1) PPi[0] + (2) H+[0] + (1) Dihydroneopterin phosphate[0]
Cofactors	Folate_biosynthesis_in_plants	Dihydropteroate synthase (EC 2.5.1.15)	rxn02201	(1) ABEE[0] + (1) 2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate[0] <=> (1) PPi[0] + (1) H+[0] + (1) Dihydropteroate[0]
Cofactors	Folate_biosynthesis_in_plants	Folylpolyglutamate synthase (EC 6.3.2.17)	rxn00689	(1) ATP[0] + (1) L-Glutamate[0] + (1) Tetrahydrofolate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) THF-L-glutamate[0]
Cofactors	Folate_biosynthesis_in_plants	Folylpolyglutamate synthase (EC 6.3.2.17)	rxn06627	(1) ATP[0] + (1) L-Glutamate[0] <=> (1) ADP[0] + (1) Phosphate[0]
Cofactors	Folate_biosynthesis_in_plants	Folylpolyglutamate synthase (EC 6.3.2.17)	rxn27860	(1) ATP[0] + (1) L-Glutamate[0] + (1) Tetrahydrofolate[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Tetrahydrofolyl-[Glu](2)[0]
Cofactors	Folate_biosynthesis_in_plants	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	rxn00690	(1) ATP[0] + (1) Formate[0] + (1) Tetrahydrofolate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) 10-Formyltetrahydrofolate[0]
Cofactors	Folate_biosynthesis_in_plants	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	rxn24148	(1) ADP[0] + (1) Phosphate[0] + (1) FORMYL-THF-GLU-N[0] <=> (1) ATP[0] + (1) Formate[0] + (1) THF-GLU-N[0]
Cofactors	Folate_biosynthesis_in_plants	GTP cyclohydrolase I (EC 3.5.4.16) type 1	rxn00299	(1) H2O[0] + (1) GTP[0] <=> (1) Formate[0] + (1) H+[0] + (1) 7,8-Dihydroneopterin 3'-triphosphate[0]
Cofactors	Folate_biosynthesis_in_plants	Gamma-glutamyl hydrolase (EC 3.4.19.9)	rxn18071	(1) H2O[0] => (1) L-Glutamate[0]
Cofactors	Folate_biosynthesis_in_plants	HMDHP transport	rxn38795	(1) 6-hydroxymethyl dihydropterin[1] <=> (1) 6-hydroxymethyl dihydropterin[0]
Cofactors	Folate_biosynthesis_in_plants	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	rxn01211	(1) H2O[0] + (1) 5-10-Methenyltetrahydrofolate[0] <=> (1) H+[0] + (1) 10-Formyltetrahydrofolate[0]
Cofactors	Folate_biosynthesis_in_plants	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	rxn24147	(1) H2O[0] + (1) CPD-5727[0] => (1) FORMYL-THF-GLU-N[0]
Cofactors	Folate_biosynthesis_in_plants	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	rxn01257	(1) L-Glutamine[0] + (1) Chorismate[0] <=> (1) L-Glutamate[0] + (1) ADC[0]
Cofactors	Folate_biosynthesis_in_plants	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	rxn01257	(1) L-Glutamine[0] + (1) Chorismate[0] <=> (1) L-Glutamate[0] + (1) ADC[0]
Cofactors	Folate_biosynthesis_in_plants	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn00692	(1) H2O[0] + (1) Glycine[0] + (1) 5-10-Methylenetetrahydrofolate[0] <=> (1) L-Serine[0] + (1) Tetrahydrofolate[0]
Cofactors	Folate_biosynthesis_in_plants	Tetrahydrofolate transport	rxn09711	(1) Tetrahydrofolate[0] <=> (1) Tetrahydrofolate[1]
Cofactors	Folate_biosynthesis_in_plants	UDP-glucose:p-aminobenzoate glucosyltransferase	rxn24131	(1) UDP-glucose[0] + (1) H+[0] + (1) ABEE[0] <=> (1) UDP[0] + (1) p-PAPA-Glc[0]
Cofactors	Folate_biosynthesis_in_plants	pABA transport	rxn09794	(1) ABEE[0] <=> (1) ABEE[1]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	5'-nucleotidase (EC 3.1.3.5)	rxn00363	(1) H2O[0] + (1) CMP[0] <=> (1) Phosphate[0] + (1) Cytidine[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	5'-nucleotidase (EC 3.1.3.5)	rxn00708	(1) H2O[0] + (1) UMP[0] <=> (1) Phosphate[0] + (1) Uridine[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	5'-nucleotidase (EC 3.1.3.5)	rxn01670	(1) H2O[0] + (1) Nicotinamide ribonucleotide[0] <=> (1) Phosphate[0] + (1) N-Ribosylnicotinamide[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	Glutaminase (EC 3.5.1.2)	rxn00189	(1) H2O[0] + (1) L-Glutamine[0] <=> (1) NH3[0] + (1) L-Glutamate[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	Glutamine amidotransferase chain of NAD synthetase	rxn00189	(1) H2O[0] + (1) L-Glutamine[0] <=> (1) NH3[0] + (1) L-Glutamate[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	L-aspartate oxidase (EC 1.4.3.16)	rxn00338	(1) O2[0] + (1) L-Aspartate[0] <=> (1) H2O2[0] + (1) H+[0] + (1) Iminoaspartate[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn13360	(1) NADP[0] <=> (1) NADP[1]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn13361	(1) NAD[1] <=> (1) NAD[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn29785	(1) NADH[1] <=> (1) NADH[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	NAD and other nucleotides transport (of mitochondrial carrier family; TC 2.A.29.10.10)	rxn33186	(1) NADPH[0] <=> (1) NADPH[1]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	NAD kinase (EC 2.7.1.23)	rxn00077	(1) ATP[0] + (1) NAD[0] <=> (1) NADP[0] + (1) ADP[0] + (1) H+[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	NAD synthetase (EC 6.3.1.5)	rxn00138	(1) ATP[0] + (1) NH3[0] + (1) Deamido-NAD[0] <=> (1) NAD[0] + (1) PPi[0] + (1) AMP[0] + (2) H+[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 1, ND1	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 2, ND2	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 3, ND3	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 4, ND4	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]
Cofactors	Niacin,_NAD_and_NADP_biosynthesis_in_plants	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 4L, ND4L	rxn13726	(1) NADH[0] + (5) H+[0] + (1) Ubiquinone-8[0] <=> (1) NAD[0] + (4) H+[1] + (1) Ubiquinol-8[0]
